FL_DATE,AIRLINE,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,DELAY_CATEGORY,ORIGIN_CITY_NAME,ORIGIN_STATE,DEST_CITY_NAME,DEST_STATE
2023-08-20,PSA Airlines Inc.,OH,20397,5624,BNA,DCA,806,1355.0,349.0,1100,1633.0,333.0,0,,0,81.0,562,Carrier,Nashville,TN,Washington,DC
2020-07-10,Mesa Airlines Inc.,YV,20378,6263,IAH,DFW,1455,1448.0,-7.0,1618,1603.0,-15.0,0,,0,42.0,224,No Delay,Houston,TX,Dallas/Fort Worth,TX
2021-05-07,SkyWest Airlines Inc.,OO,20304,5377,ORD,MLI,1415,1409.0,-6.0,1518,1512.0,-6.0,0,,0,29.0,139,No Delay,Chicago,IL,Moline,IL
2022-08-02,Frontier Airlines Inc.,F9,20436,120,TPA,SJU,1719,1729.0,10.0,2020,2046.0,26.0,0,,0,170.0,1237,Carrier,Tampa,FL,San Juan,PR
2019-07-30,SkyWest Airlines Inc.,OO,20304,3701,ROC,DTW,900,852.0,-8.0,1018,1021.0,3.0,0,,0,48.0,296,No Delay,Rochester,NY,Detroit,MI
2020-03-16,SkyWest Airlines Inc.,OO,20304,3696,ROA,ATL,1005,959.0,-6.0,1137,1121.0,-16.0,0,,0,65.0,357,No Delay,Roanoke,VA,Atlanta,GA
2023-02-05,Spirit Air Lines,NK,20416,1174,EWR,BNA,535,528.0,-7.0,659,713.0,14.0,0,,0,113.0,748,No Delay,Newark,NJ,Nashville,TN
2023-08-26,Endeavor Air Inc.,9E,20363,5006,SAV,LGA,1307,1338.0,31.0,1519,1542.0,23.0,0,,0,91.0,722,Weather,Savannah,GA,New York,NY
2021-12-29,American Airlines Inc.,AA,19805,2501,DFW,PDX,1919,2056.0,97.0,2135,2344.0,129.0,0,,0,232.0,1616,NAS,Dallas/Fort Worth,TX,Portland,OR
2022-09-05,Southwest Airlines Co.,WN,19393,2846,BWI,PBI,2000,2002.0,2.0,2230,2212.0,-18.0,0,,0,115.0,883,No Delay,Baltimore,MD,West Palm Beach/Palm Beach,FL
2020-10-03,SkyWest Airlines Inc.,OO,20304,3989,LAX,TUS,1759,1752.0,-7.0,1931,1918.0,-13.0,0,,0,71.0,451,No Delay,Los Angeles,CA,Tucson,AZ
2021-06-07,JetBlue Airways,B6,20409,801,MCO,SLC,1140,1220.0,40.0,1427,1454.0,27.0,0,,0,249.0,1931,Carrier,Orlando,FL,Salt Lake City,UT
2020-01-09,Envoy Air,MQ,20398,3813,ORD,TOL,819,813.0,-6.0,1027,1006.0,-21.0,0,,0,34.0,213,No Delay,Chicago,IL,Toledo,OH
2022-04-12,Southwest Airlines Co.,WN,19393,2513,OMA,DEN,1125,1150.0,25.0,1205,1222.0,17.0,0,,0,78.0,472,Carrier,Omaha,NE,Denver,CO
2019-01-01,American Airlines Inc.,AA,19805,1379,ABQ,DFW,2018,2048.0,30.0,2256,2349.0,53.0,0,,0,74.0,569,Carrier,Albuquerque,NM,Dallas/Fort Worth,TX
2020-10-30,PSA Airlines Inc.,OH,20397,5587,CLT,OAJ,2010,2004.0,-6.0,2109,2104.0,-5.0,0,,0,33.0,191,No Delay,Charlotte,NC,Jacksonville/Camp Lejeune,NC
2019-01-24,Delta Air Lines Inc.,DL,19790,2368,ATL,AVP,2001,2007.0,6.0,2205,2205.0,0.0,0,,0,89.0,714,No Delay,Atlanta,GA,Scranton/Wilkes-Barre,PA
2021-06-26,Delta Air Lines Inc.,DL,19790,672,MCI,SLC,1430,1434.0,4.0,1605,1601.0,-4.0,0,,0,126.0,920,No Delay,Kansas City,MO,Salt Lake City,UT
2019-07-15,Envoy Air,MQ,20398,3975,CLT,GSO,2211,2205.0,-6.0,2305,2241.0,-24.0,0,,0,18.0,83,No Delay,Charlotte,NC,Greensboro/High Point,NC
2020-02-25,Southwest Airlines Co.,WN,19393,1087,ATL,MDW,855,922.0,27.0,955,1007.0,12.0,0,,0,88.0,591,No Delay,Atlanta,GA,Chicago,IL
2020-11-28,Delta Air Lines Inc.,DL,19790,688,BOS,DTW,915,909.0,-6.0,1130,1108.0,-22.0,0,,0,95.0,632,No Delay,Boston,MA,Detroit,MI
2022-08-01,PSA Airlines Inc.,OH,20397,5167,PHL,MCI,1103,1103.0,0.0,1300,1304.0,4.0,0,,0,144.0,1038,No Delay,Philadelphia,PA,Kansas City,MO
2022-05-26,United Air Lines Inc.,UA,19977,1668,SFO,BOS,1610,1649.0,39.0,54,114.0,20.0,0,,0,303.0,2704,Carrier,San Francisco,CA,Boston,MA
2019-12-22,American Airlines Inc.,AA,19805,2070,AUS,LAX,2025,2213.0,108.0,2154,2358.0,124.0,0,,0,176.0,1242,NAS,Austin,TX,Los Angeles,CA
2022-05-27,JetBlue Airways,B6,20409,715,BOS,BUF,2145,2255.0,70.0,2316,15.0,59.0,0,,0,66.0,395,NAS,Boston,MA,Buffalo,NY
2020-09-07,Southwest Airlines Co.,WN,19393,6502,DEN,IND,800,755.0,-5.0,1215,1217.0,2.0,0,,0,121.0,977,No Delay,Denver,CO,Indianapolis,IN
2023-08-23,Alaska Airlines Inc.,AS,19930,358,PDX,BOS,955,953.0,-2.0,1827,1759.0,-28.0,0,,0,272.0,2537,No Delay,Portland,OR,Boston,MA
2023-04-29,American Airlines Inc.,AA,19805,2837,PHL,CMH,2012,1957.0,-15.0,2145,2122.0,-23.0,0,,0,68.0,406,No Delay,Philadelphia,PA,Columbus,OH
2019-02-18,Endeavor Air Inc.,9E,20363,5063,BOS,PIT,2138,2204.0,26.0,2339,24.0,45.0,0,,0,91.0,496,NAS,Boston,MA,Pittsburgh,PA
2021-03-05,Alaska Airlines Inc.,AS,19930,605,LAS,SEA,1200,1151.0,-9.0,1440,1428.0,-12.0,0,,0,129.0,867,No Delay,Las Vegas,NV,Seattle,WA
2019-06-20,Allegiant Air,G4,20368,872,PIE,TUL,610,602.0,-8.0,738,729.0,-9.0,0,,0,130.0,961,No Delay,St. Petersburg,FL,Tulsa,OK
2023-01-08,Spirit Air Lines,NK,20416,452,MSP,ATL,835,832.0,-3.0,1218,1153.0,-25.0,0,,0,123.0,907,No Delay,Minneapolis,MN,Atlanta,GA
2019-10-03,Alaska Airlines Inc.,AS,19930,1951,SAN,SFO,615,604.0,-11.0,755,746.0,-9.0,0,,0,64.0,447,No Delay,San Diego,CA,San Francisco,CA
2019-05-22,PSA Airlines Inc.,OH,20397,5070,PHF,CLT,1042,1043.0,1.0,1209,1219.0,10.0,0,,0,58.0,282,No Delay,Newport News/Williamsburg,VA,Charlotte,NC
2022-07-22,Alaska Airlines Inc.,AS,19930,163,PDX,SMF,2000,2004.0,4.0,2130,2133.0,3.0,0,,0,68.0,479,No Delay,Portland,OR,Sacramento,CA
2020-05-08,Alaska Airlines Inc.,AS,19930,209,SAN,SEA,830,818.0,-12.0,1138,1107.0,-31.0,0,,0,139.0,1050,No Delay,San Diego,CA,Seattle,WA
2020-07-11,Delta Air Lines Inc.,DL,19790,860,DEN,SEA,700,709.0,9.0,844,902.0,18.0,0,,0,153.0,1024,Carrier,Denver,CO,Seattle,WA
2023-05-10,Delta Air Lines Inc.,DL,19790,475,SFO,BOS,1315,1309.0,-6.0,2207,2212.0,5.0,0,,0,318.0,2704,No Delay,San Francisco,CA,Boston,MA
2022-06-08,Endeavor Air Inc.,9E,20363,4731,MKE,LGA,1109,1104.0,-5.0,1420,1414.0,-6.0,0,,0,94.0,738,No Delay,Milwaukee,WI,New York,NY
2019-10-16,SkyWest Airlines Inc.,OO,20304,3715,MFR,SLC,600,600.0,0.0,854,832.0,-22.0,0,,0,77.0,575,No Delay,Medford,OR,Salt Lake City,UT
2022-01-12,American Airlines Inc.,AA,19805,1949,PHX,SAN,901,852.0,-9.0,914,900.0,-14.0,0,,0,50.0,304,No Delay,Phoenix,AZ,San Diego,CA
2022-08-23,Southwest Airlines Co.,WN,19393,1579,KOA,HNL,1845,1845.0,0.0,1930,1929.0,-1.0,0,,0,29.0,163,No Delay,Kona,HI,Honolulu,HI
2021-10-17,American Airlines Inc.,AA,19805,2245,MIA,ATL,2100,2334.0,154.0,2255,115.0,140.0,0,,0,84.0,594,Carrier,Miami,FL,Atlanta,GA
2022-03-04,SkyWest Airlines Inc.,OO,20304,3050,DFW,GRR,1534,1609.0,35.0,1901,1923.0,22.0,0,,0,111.0,931,Carrier,Dallas/Fort Worth,TX,Grand Rapids,MI
2022-01-07,Delta Air Lines Inc.,DL,19790,2453,FLL,ATL,800,756.0,-4.0,957,937.0,-20.0,0,,0,82.0,581,No Delay,Fort Lauderdale,FL,Atlanta,GA
2019-11-15,Frontier Airlines Inc.,F9,20436,575,DEN,SLC,2215,2206.0,-9.0,2349,2333.0,-16.0,0,,0,66.0,391,No Delay,Denver,CO,Salt Lake City,UT
2022-10-12,JetBlue Airways,B6,20409,1278,JAX,JFK,645,641.0,-4.0,900,908.0,8.0,0,,0,113.0,828,No Delay,Jacksonville,FL,New York,NY
2021-06-03,SkyWest Airlines Inc.,OO,20304,3186,STL,ORD,1313,1323.0,10.0,1440,1441.0,1.0,0,,0,48.0,258,No Delay,St. Louis,MO,Chicago,IL
2021-10-24,Southwest Airlines Co.,WN,19393,3876,PBI,ISP,1600,1609.0,9.0,1835,1847.0,12.0,0,,0,138.0,1052,No Delay,West Palm Beach/Palm Beach,FL,Islip,NY
2020-06-04,Southwest Airlines Co.,WN,19393,150,HNL,ITO,1720,1712.0,-8.0,1820,1803.0,-17.0,0,,0,39.0,216,No Delay,Honolulu,HI,Hilo,HI
2020-07-07,JetBlue Airways,B6,20409,531,SLC,LGB,1924,1911.0,-13.0,2007,1955.0,-12.0,0,,0,91.0,588,No Delay,Salt Lake City,UT,Long Beach,CA
2020-02-06,Delta Air Lines Inc.,DL,19790,2118,LGA,IAH,600,555.0,-5.0,910,918.0,8.0,0,,0,238.0,1416,No Delay,New York,NY,Houston,TX
2023-03-07,Alaska Airlines Inc.,AS,19930,1008,PDX,SEA,1350,1336.0,-14.0,1450,1435.0,-15.0,0,,0,34.0,129,No Delay,Portland,OR,Seattle,WA
2019-09-04,American Airlines Inc.,AA,19805,2139,BOS,DCA,1200,1153.0,-7.0,1338,1335.0,-3.0,0,,0,78.0,399,No Delay,Boston,MA,Washington,DC
2022-11-15,American Airlines Inc.,AA,19805,2496,PDX,DFW,1415,1459.0,44.0,1952,2041.0,49.0,0,,0,191.0,1616,NAS,Portland,OR,Dallas/Fort Worth,TX
2019-01-21,JetBlue Airways,B6,20409,633,BOS,SFO,1536,1816.0,160.0,1940,2306.0,206.0,0,,0,369.0,2704,Carrier,Boston,MA,San Francisco,CA
2021-11-20,Republic Airline,YX,20452,4594,MCI,LGA,600,555.0,-5.0,953,938.0,-15.0,0,,0,138.0,1107,No Delay,Kansas City,MO,New York,NY
2019-12-25,United Air Lines Inc.,UA,19977,1844,IAH,SFO,1940,1937.0,-3.0,2205,2155.0,-10.0,0,,0,224.0,1635,No Delay,Houston,TX,San Francisco,CA
2020-01-24,SkyWest Airlines Inc.,OO,20304,3659,MSP,GFK,1245,1247.0,2.0,1411,1348.0,-23.0,0,,0,45.0,284,No Delay,Minneapolis,MN,Grand Forks,ND
2020-08-21,PSA Airlines Inc.,OH,20397,5122,MCI,DCA,605,555.0,-10.0,929,918.0,-11.0,0,,0,120.0,949,No Delay,Kansas City,MO,Washington,DC
2019-11-07,Envoy Air,MQ,20398,3769,ACT,DFW,1345,1402.0,17.0,1437,1454.0,17.0,0,,0,29.0,89,Late Aircraft,Waco,TX,Dallas/Fort Worth,TX
2019-10-29,JetBlue Airways,B6,20409,866,RSW,BOS,600,552.0,-8.0,903,856.0,-7.0,0,,0,164.0,1249,No Delay,Fort Myers,FL,Boston,MA
2022-11-09,Delta Air Lines Inc.,DL,19790,1238,ONT,SEA,1144,1141.0,-3.0,1440,1425.0,-15.0,0,,0,139.0,956,No Delay,Ontario,CA,Seattle,WA
2019-01-30,United Air Lines Inc.,UA,19977,2239,SFO,EWR,1300,1257.0,-3.0,2130,2148.0,18.0,0,,0,290.0,2565,NAS,San Francisco,CA,Newark,NJ
2021-06-27,Southwest Airlines Co.,WN,19393,5184,TPA,MCI,1245,1354.0,69.0,1425,1517.0,52.0,0,,0,129.0,1048,Carrier,Tampa,FL,Kansas City,MO
2021-09-26,American Airlines Inc.,AA,19805,1619,MCI,CLT,1340,1338.0,-2.0,1702,1646.0,-16.0,0,,0,104.0,808,No Delay,Kansas City,MO,Charlotte,NC
2022-10-07,American Airlines Inc.,AA,19805,2145,BOS,DCA,1730,1737.0,7.0,1910,1923.0,13.0,0,,0,81.0,399,No Delay,Boston,MA,Washington,DC
2021-07-08,American Airlines Inc.,AA,19805,2870,LAX,AUS,1817,1832.0,15.0,2323,2335.0,12.0,0,,0,160.0,1242,No Delay,Los Angeles,CA,Austin,TX
2020-05-15,Mesa Airlines Inc.,YV,20378,6125,HHH,SAV,1310,1249.0,-21.0,1349,1314.0,-35.0,0,,0,14.0,30,No Delay,Hilton Head,SC,Savannah,GA
2019-10-19,Southwest Airlines Co.,WN,19393,3506,MCI,SAN,1545,1541.0,-4.0,1715,1702.0,-13.0,0,,0,193.0,1334,No Delay,Kansas City,MO,San Diego,CA
2019-09-15,Envoy Air,MQ,20398,3922,DFW,GGG,1132,1125.0,-7.0,1228,1211.0,-17.0,0,,0,26.0,140,No Delay,Dallas/Fort Worth,TX,Longview,TX
2023-03-01,Delta Air Lines Inc.,DL,19790,537,LAX,ATL,1400,1404.0,4.0,2110,2106.0,-4.0,0,,0,215.0,1947,No Delay,Los Angeles,CA,Atlanta,GA
2019-05-03,SkyWest Airlines Inc.,OO,20304,3766,DTW,CMH,1000,1214.0,134.0,1104,1315.0,131.0,0,,0,37.0,155,Carrier,Detroit,MI,Columbus,OH
2021-05-11,Spirit Air Lines,NK,20416,612,LAS,MSP,1457,1454.0,-3.0,2001,1951.0,-10.0,0,,0,158.0,1299,No Delay,Las Vegas,NV,Minneapolis,MN
2020-11-26,JetBlue Airways,B6,20409,474,TPA,EWR,1734,1724.0,-10.0,2012,1950.0,-22.0,0,,0,131.0,997,No Delay,Tampa,FL,Newark,NJ
2023-04-18,SkyWest Airlines Inc.,OO,20304,3686,ABE,ATL,1726,1720.0,-6.0,1941,1925.0,-16.0,0,,0,100.0,692,No Delay,Allentown/Bethlehem/Easton,PA,Atlanta,GA
2021-12-23,Southwest Airlines Co.,WN,19393,2332,KOA,SAN,1545,1544.0,-1.0,2315,2241.0,-34.0,0,,0,282.0,2556,No Delay,Kona,HI,San Diego,CA
2021-03-10,SkyWest Airlines Inc.,OO,20304,2964,SHV,DFW,612,605.0,-7.0,735,714.0,-21.0,0,,0,47.0,190,No Delay,Shreveport,LA,Dallas/Fort Worth,TX
2023-01-02,American Airlines Inc.,AA,19805,483,LAX,DFW,2359,2359.0,0.0,500,434.0,-26.0,0,,0,139.0,1235,No Delay,Los Angeles,CA,Dallas/Fort Worth,TX
2021-03-25,Southwest Airlines Co.,WN,19393,1657,SAN,LAS,2155,2201.0,6.0,2310,2316.0,6.0,0,,0,45.0,258,No Delay,San Diego,CA,Las Vegas,NV
2019-01-07,Southwest Airlines Co.,WN,19393,1368,SAN,LAS,905,905.0,0.0,1020,1023.0,3.0,0,,0,52.0,258,No Delay,San Diego,CA,Las Vegas,NV
2021-07-23,Alaska Airlines Inc.,AS,19930,62,SIT,KTN,1208,1212.0,4.0,1300,1257.0,-3.0,0,,0,32.0,183,No Delay,Sitka,AK,Ketchikan,AK
2019-09-24,United Air Lines Inc.,UA,19977,1509,SFO,HNL,1635,1632.0,-3.0,1850,1825.0,-25.0,0,,0,272.0,2398,No Delay,San Francisco,CA,Honolulu,HI
2022-09-26,Allegiant Air,G4,20368,92,LAS,SCK,853,842.0,-11.0,1014,958.0,-16.0,0,,0,55.0,359,No Delay,Las Vegas,NV,Stockton,CA
2022-05-25,Delta Air Lines Inc.,DL,19790,350,SAN,JFK,1245,1240.0,-5.0,2110,2102.0,-8.0,0,,0,297.0,2446,No Delay,San Diego,CA,New York,NY
2022-08-01,Allegiant Air,G4,20368,2472,OWB,SFB,2029,2149.0,80.0,2319,38.0,79.0,0,,0,92.0,706,Late Aircraft,Owensboro,KY,Sanford,FL
2022-01-30,Allegiant Air,G4,20368,812,AUS,DSM,2108,2057.0,-11.0,2317,2300.0,-17.0,0,,0,103.0,813,No Delay,Austin,TX,Des Moines,IA
2021-07-30,SkyWest Airlines Inc.,OO,20304,3006,GNV,DFW,600,557.0,-3.0,739,705.0,-34.0,0,,0,116.0,900,No Delay,Gainesville,FL,Dallas/Fort Worth,TX
2020-11-25,Republic Airline,YX,20452,4931,EYW,CLT,1400,1345.0,-15.0,1615,1551.0,-24.0,0,,0,106.0,736,No Delay,Key West,FL,Charlotte,NC
2019-04-22,American Airlines Inc.,AA,19805,1528,BUF,CLT,1017,1009.0,-8.0,1215,1150.0,-25.0,0,,0,78.0,546,No Delay,Buffalo,NY,Charlotte,NC
2020-11-22,JetBlue Airways,B6,20409,824,MCO,DCA,2005,1956.0,-9.0,2202,2203.0,1.0,0,,0,106.0,759,No Delay,Orlando,FL,Washington,DC
2019-08-21,Mesa Airlines Inc.,YV,20378,5772,MAF,DFW,811,808.0,-3.0,935,922.0,-13.0,0,,0,52.0,309,No Delay,Midland/Odessa,TX,Dallas/Fort Worth,TX
2022-04-24,SkyWest Airlines Inc.,OO,20304,4117,SEA,EUG,927,920.0,-7.0,1039,1016.0,-23.0,0,,0,42.0,234,No Delay,Seattle,WA,Eugene,OR
2020-08-08,Southwest Airlines Co.,WN,19393,1364,PHX,SNA,1315,1313.0,-2.0,1425,1417.0,-8.0,0,,0,55.0,338,No Delay,Phoenix,AZ,Santa Ana,CA
2022-06-30,Republic Airline,YX,20452,5617,PIT,JFK,1655,1655.0,0.0,1839,1844.0,5.0,0,,0,66.0,340,No Delay,Pittsburgh,PA,New York,NY
2019-04-21,Envoy Air,MQ,20398,3794,LIT,DFW,800,753.0,-7.0,930,937.0,7.0,0,,0,53.0,304,No Delay,Little Rock,AR,Dallas/Fort Worth,TX
2022-02-03,SkyWest Airlines Inc.,OO,20304,3901,SMF,LAX,600,551.0,-9.0,730,726.0,-4.0,0,,0,57.0,373,No Delay,Sacramento,CA,Los Angeles,CA
2022-04-09,Delta Air Lines Inc.,DL,19790,1092,DFW,ATL,1401,1419.0,18.0,1701,1711.0,10.0,0,,0,93.0,731,No Delay,Dallas/Fort Worth,TX,Atlanta,GA
2021-03-24,United Air Lines Inc.,UA,19977,1524,TPA,DEN,1630,1645.0,15.0,1838,1840.0,2.0,0,,0,208.0,1506,No Delay,Tampa,FL,Denver,CO
2023-04-27,American Airlines Inc.,AA,19805,404,PHX,PHL,1623,1621.0,-2.0,2350,2342.0,-8.0,0,,0,239.0,2075,No Delay,Phoenix,AZ,Philadelphia,PA
2019-03-01,Southwest Airlines Co.,WN,19393,52,DAL,MAF,2050,2103.0,13.0,2205,2207.0,2.0,0,,0,50.0,319,No Delay,Dallas,TX,Midland/Odessa,TX
2022-11-24,Southwest Airlines Co.,WN,19393,1468,RSW,ATL,600,600.0,0.0,750,738.0,-12.0,0,,0,80.0,515,No Delay,Fort Myers,FL,Atlanta,GA
2019-06-18,Endeavor Air Inc.,9E,20363,5084,RDU,CVG,1745,1821.0,36.0,1924,2003.0,39.0,0,,0,75.0,390,Carrier,Raleigh/Durham,NC,Cincinnati,OH
2019-11-17,American Airlines Inc.,AA,19805,529,CLT,IAH,2115,2125.0,10.0,2305,2256.0,-9.0,0,,0,132.0,912,No Delay,Charlotte,NC,Houston,TX
2023-08-07,Frontier Airlines Inc.,F9,20436,1015,MCO,ATL,2255,1335.0,880.0,30,1526.0,896.0,0,,0,64.0,404,Carrier,Orlando,FL,Atlanta,GA
2022-02-25,SkyWest Airlines Inc.,OO,20304,4244,MSP,ABR,1105,1103.0,-2.0,1231,1202.0,-29.0,0,,0,45.0,257,No Delay,Minneapolis,MN,Aberdeen,SD
2019-04-20,ExpressJet Airlines LLC,EV,20366,4158,SGF,IAH,1650,1652.0,2.0,1844,1832.0,-12.0,0,,0,79.0,513,No Delay,Springfield,MO,Houston,TX
2021-06-16,Delta Air Lines Inc.,DL,19790,895,ATL,BWI,1428,1428.0,0.0,1620,1602.0,-18.0,0,,0,78.0,577,No Delay,Atlanta,GA,Baltimore,MD
2022-05-15,SkyWest Airlines Inc.,OO,20304,4265,MSP,BRD,2140,2149.0,9.0,2226,2232.0,6.0,0,,0,26.0,114,No Delay,Minneapolis,MN,Brainerd,MN
2021-03-25,Southwest Airlines Co.,WN,19393,285,AUS,DEN,650,645.0,-5.0,805,752.0,-13.0,0,,0,107.0,775,No Delay,Austin,TX,Denver,CO
2019-08-25,Delta Air Lines Inc.,DL,19790,1918,MSP,DFW,915,914.0,-1.0,1146,1148.0,2.0,0,,0,123.0,852,No Delay,Minneapolis,MN,Dallas/Fort Worth,TX
2019-03-07,Alaska Airlines Inc.,AS,19930,502,SEA,SNA,1005,1045.0,40.0,1246,1405.0,79.0,0,,0,142.0,978,Weather,Seattle,WA,Santa Ana,CA
2019-04-24,United Air Lines Inc.,UA,19977,2256,IAH,PHX,1434,1427.0,-7.0,1525,1536.0,11.0,0,,0,166.0,1009,No Delay,Houston,TX,Phoenix,AZ
2022-07-05,United Air Lines Inc.,UA,19977,1204,DEN,SJC,1225,1238.0,13.0,1400,1404.0,4.0,0,,0,126.0,948,No Delay,Denver,CO,San Jose,CA
2021-02-13,American Airlines Inc.,AA,19805,2677,CLT,ATL,2050,2050.0,0.0,2214,2200.0,-14.0,0,,0,45.0,226,No Delay,Charlotte,NC,Atlanta,GA
2023-01-20,Southwest Airlines Co.,WN,19393,1285,LAS,LAX,1010,1007.0,-3.0,1125,1110.0,-15.0,0,,0,42.0,236,No Delay,Las Vegas,NV,Los Angeles,CA
2023-05-23,United Air Lines Inc.,UA,19977,485,RSW,EWR,1730,1913.0,103.0,2030,2211.0,101.0,0,,0,151.0,1068,Late Aircraft,Fort Myers,FL,Newark,NJ
2022-08-12,American Airlines Inc.,AA,19805,671,ORD,PVD,1345,1339.0,-6.0,1655,1650.0,-5.0,0,,0,111.0,849,No Delay,Chicago,IL,Providence,RI
2022-07-01,Envoy Air,MQ,20398,3315,JAN,DFW,1724,1751.0,27.0,1859,1917.0,18.0,0,,0,68.0,408,Weather,Jackson/Vicksburg,MS,Dallas/Fort Worth,TX
2022-05-10,JetBlue Airways,B6,20409,1044,PBI,EWR,749,739.0,-10.0,1036,1038.0,2.0,0,,0,154.0,1023,No Delay,West Palm Beach/Palm Beach,FL,Newark,NJ
2020-02-05,SkyWest Airlines Inc.,OO,20304,3585,MDW,MSP,1308,1259.0,-9.0,1455,1431.0,-24.0,0,,0,67.0,349,No Delay,Chicago,IL,Minneapolis,MN
2023-08-03,Southwest Airlines Co.,WN,19393,3582,EUG,LAS,1450,1451.0,1.0,1700,1637.0,-23.0,0,,0,92.0,700,No Delay,Eugene,OR,Las Vegas,NV
2019-01-31,Spirit Air Lines,NK,20416,186,MCO,BWI,1155,1147.0,-8.0,1408,1354.0,-14.0,0,,0,99.0,787,No Delay,Orlando,FL,Baltimore,MD
2022-07-12,Delta Air Lines Inc.,DL,19790,2538,DTW,MCO,1755,1753.0,-2.0,2036,2030.0,-6.0,0,,0,136.0,957,No Delay,Detroit,MI,Orlando,FL
2022-07-02,Southwest Airlines Co.,WN,19393,3825,MAF,DAL,1800,1755.0,-5.0,1910,1907.0,-3.0,0,,0,58.0,319,No Delay,Midland/Odessa,TX,Dallas,TX
2021-09-06,Republic Airline,YX,20452,4607,SDF,CLT,1359,1356.0,-3.0,1533,1535.0,2.0,0,,0,64.0,335,No Delay,Louisville,KY,Charlotte,NC
2021-11-08,Southwest Airlines Co.,WN,19393,3494,BNA,IAH,1510,1518.0,8.0,1725,1717.0,-8.0,0,,0,102.0,657,No Delay,Nashville,TN,Houston,TX
2020-02-18,Southwest Airlines Co.,WN,19393,4397,MCO,BWI,1950,1950.0,0.0,2200,2149.0,-11.0,0,,0,109.0,787,No Delay,Orlando,FL,Baltimore,MD
2021-04-29,American Airlines Inc.,AA,19805,286,LIH,LAX,2257,2248.0,-9.0,700,704.0,4.0,0,,0,296.0,2615,No Delay,Lihue,HI,Los Angeles,CA
2021-12-28,Mesa Airlines Inc.,YV,20378,5884,DFW,AGS,2004,2020.0,16.0,2313,2324.0,11.0,0,,0,101.0,874,No Delay,Dallas/Fort Worth,TX,Augusta,GA
2020-07-19,PSA Airlines Inc.,OH,20397,5102,JAN,CLT,1059,1054.0,-5.0,1348,1346.0,-2.0,0,,0,85.0,562,No Delay,Jackson/Vicksburg,MS,Charlotte,NC
2019-10-22,Envoy Air,MQ,20398,3963,HRL,DFW,1054,1047.0,-7.0,1232,1232.0,0.0,0,,0,72.0,461,No Delay,Harlingen/San Benito,TX,Dallas/Fort Worth,TX
2023-03-12,American Airlines Inc.,AA,19805,2045,GSO,CLT,1300,1310.0,10.0,1355,1406.0,11.0,0,,0,34.0,83,No Delay,Greensboro/High Point,NC,Charlotte,NC
2022-08-02,SkyWest Airlines Inc.,OO,20304,4957,DFW,OKC,1315,1311.0,-4.0,1420,1415.0,-5.0,0,,0,39.0,175,No Delay,Dallas/Fort Worth,TX,Oklahoma City,OK
2023-03-17,SkyWest Airlines Inc.,OO,20304,3773,SMF,SEA,1006,1003.0,-3.0,1208,1220.0,12.0,0,,0,94.0,605,No Delay,Sacramento,CA,Seattle,WA
2023-06-25,Envoy Air,MQ,20398,3301,AUS,MIA,1750,1750.0,0.0,2142,2139.0,-3.0,0,,0,138.0,1103,No Delay,Austin,TX,Miami,FL
2019-05-24,Republic Airline,YX,20452,4540,CMH,DCA,1155,1154.0,-1.0,1314,1304.0,-10.0,0,,0,53.0,323,No Delay,Columbus,OH,Washington,DC
2022-03-05,Southwest Airlines Co.,WN,19393,47,LGA,MDW,600,553.0,-7.0,735,710.0,-25.0,0,,0,118.0,725,No Delay,New York,NY,Chicago,IL
2023-01-27,Southwest Airlines Co.,WN,19393,2597,SJC,PHX,2000,1953.0,-7.0,2250,2230.0,-20.0,0,,0,86.0,621,No Delay,San Jose,CA,Phoenix,AZ
2019-01-03,Envoy Air,MQ,20398,3406,CWA,ORD,1626,1618.0,-8.0,1745,1719.0,-26.0,0,,0,48.0,213,No Delay,Mosinee,WI,Chicago,IL
2021-08-20,Southwest Airlines Co.,WN,19393,863,BWI,ATL,2155,2219.0,24.0,2345,2355.0,10.0,0,,0,80.0,577,No Delay,Baltimore,MD,Atlanta,GA
2022-09-30,Alaska Airlines Inc.,AS,19930,923,PHX,SEA,1950,1959.0,9.0,2301,2315.0,14.0,0,,0,153.0,1107,No Delay,Phoenix,AZ,Seattle,WA
2020-02-18,Southwest Airlines Co.,WN,19393,1168,MDW,PHL,1930,1928.0,-2.0,2225,2203.0,-22.0,0,,0,81.0,668,No Delay,Chicago,IL,Philadelphia,PA
2021-11-17,Delta Air Lines Inc.,DL,19790,2355,ATL,BWI,715,712.0,-3.0,900,852.0,-8.0,0,,0,84.0,577,No Delay,Atlanta,GA,Baltimore,MD
2020-03-10,Delta Air Lines Inc.,DL,19790,803,SEA,SMF,2117,2110.0,-7.0,2310,2246.0,-24.0,0,,0,77.0,605,No Delay,Seattle,WA,Sacramento,CA
2021-05-05,Endeavor Air Inc.,9E,20363,5231,CLE,LGA,1200,1157.0,-3.0,1342,1318.0,-24.0,0,,0,60.0,419,No Delay,Cleveland,OH,New York,NY
