FL_DATE,AIRLINE,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,DELAY_CATEGORY,ORIGIN_CITY_NAME,ORIGIN_STATE,DEST_CITY_NAME,DEST_STATE
2019-01-06,Frontier Airlines Inc.,F9,20436,144,SEA,DEN,59,101.0,2.0,439,428.0,-11.0,0,,0,126.0,1024,No Delay,Seattle,WA,Denver,CO
2019-12-01,American Airlines Inc.,AA,19805,2292,SFO,DFW,756,753.0,-3.0,1326,1251.0,-35.0,0,,0,155.0,1464,No Delay,San Francisco,CA,Dallas/Fort Worth,TX
2021-06-28,American Airlines Inc.,AA,19805,2672,DEN,PHL,700,655.0,-5.0,1233,1219.0,-14.0,0,,0,182.0,1558,No Delay,Denver,CO,Philadelphia,PA
2021-12-11,United Air Lines Inc.,UA,19977,1440,ORD,MSP,2003,2038.0,35.0,2136,2158.0,22.0,0,,0,58.0,334,Carrier,Chicago,IL,Minneapolis,MN
2022-06-20,Southwest Airlines Co.,WN,19393,2420,ATL,MDW,625,624.0,-1.0,715,703.0,-12.0,0,,0,88.0,591,No Delay,Atlanta,GA,Chicago,IL
2019-07-17,United Air Lines Inc.,UA,19977,371,RNO,DEN,700,654.0,-6.0,1005,954.0,-11.0,0,,0,102.0,804,No Delay,Reno,NV,Denver,CO
2022-12-29,Frontier Airlines Inc.,F9,20436,423,DEN,SEA,918,919.0,1.0,1133,1231.0,58.0,0,,0,147.0,1024,Carrier,Denver,CO,Seattle,WA
2023-08-13,Delta Air Lines Inc.,DL,19790,740,ATL,SNA,1755,1923.0,88.0,1936,2041.0,65.0,0,,0,231.0,1919,Carrier,Atlanta,GA,Santa Ana,CA
2020-09-30,Allegiant Air,G4,20368,1326,VPS,CVG,1030,1016.0,-14.0,1317,1304.0,-13.0,0,,0,91.0,600,No Delay,Valparaiso,FL,Cincinnati,OH
2019-08-16,SkyWest Airlines Inc.,OO,20304,2960,SAN,LAX,1028,1025.0,-3.0,1127,1138.0,11.0,0,,0,27.0,109,No Delay,San Diego,CA,Los Angeles,CA
2023-05-04,Southwest Airlines Co.,WN,19393,1550,COS,DEN,2020,2016.0,-4.0,2105,2111.0,6.0,0,,0,16.0,73,No Delay,Colorado Springs,CO,Denver,CO
2023-03-22,JetBlue Airways,B6,20409,1422,MSY,FLL,1254,1259.0,5.0,1545,1547.0,2.0,0,,0,84.0,674,No Delay,New Orleans,LA,Fort Lauderdale,FL
2020-07-30,Delta Air Lines Inc.,DL,19790,1535,ATL,BNA,1340,1338.0,-2.0,1341,1337.0,-4.0,0,,0,40.0,214,No Delay,Atlanta,GA,Nashville,TN
2022-03-05,JetBlue Airways,B6,20409,1202,FLL,JFK,2108,2102.0,-6.0,2359,2350.0,-9.0,0,,0,143.0,1069,No Delay,Fort Lauderdale,FL,New York,NY
2023-04-19,Southwest Airlines Co.,WN,19393,1268,OKC,HOU,1035,1030.0,-5.0,1200,1150.0,-10.0,0,,0,63.0,419,No Delay,Oklahoma City,OK,Houston,TX
2021-08-03,SkyWest Airlines Inc.,OO,20304,3004,RAP,DFW,1549,1705.0,76.0,1914,2015.0,61.0,0,,0,106.0,835,Late Aircraft,Rapid City,SD,Dallas/Fort Worth,TX
2021-09-26,United Air Lines Inc.,UA,19977,1504,ORD,DCA,715,712.0,-3.0,1004,952.0,-12.0,0,,0,80.0,612,No Delay,Chicago,IL,Washington,DC
2022-09-05,Southwest Airlines Co.,WN,19393,1376,MKE,STL,1930,1931.0,1.0,2045,2056.0,11.0,0,,0,52.0,317,No Delay,Milwaukee,WI,St. Louis,MO
2022-11-01,American Airlines Inc.,AA,19805,1186,DFW,AUS,1000,959.0,-1.0,1101,1100.0,-1.0,0,,0,35.0,190,No Delay,Dallas/Fort Worth,TX,Austin,TX
2019-10-17,Republic Airline,YX,20452,4348,TYS,MIA,712,707.0,-5.0,924,901.0,-23.0,0,,0,94.0,724,No Delay,Knoxville,TN,Miami,FL
2021-03-14,United Air Lines Inc.,UA,19977,1934,ORD,LAX,1935,1932.0,-3.0,2212,2143.0,-29.0,0,,0,227.0,1744,No Delay,Chicago,IL,Los Angeles,CA
2023-06-29,Delta Air Lines Inc.,DL,19790,1209,DFW,MSP,1806,1807.0,1.0,2030,2027.0,-3.0,0,,0,114.0,852,No Delay,Dallas/Fort Worth,TX,Minneapolis,MN
2021-07-18,Delta Air Lines Inc.,DL,19790,1192,IAH,ATL,1610,1700.0,50.0,1919,2011.0,52.0,0,,0,97.0,689,Carrier,Houston,TX,Atlanta,GA
2019-07-09,SkyWest Airlines Inc.,OO,20304,3518,MGM,ATL,1405,1523.0,78.0,1620,1713.0,53.0,0,,0,32.0,147,Carrier,Montgomery,AL,Atlanta,GA
2023-03-04,Envoy Air,MQ,20398,3734,ORD,EWR,1305,1301.0,-4.0,1622,1627.0,5.0,0,,0,101.0,719,No Delay,Chicago,IL,Newark,NJ
2019-09-05,Endeavor Air Inc.,9E,20363,5270,IND,RDU,1120,1116.0,-4.0,1310,1301.0,-9.0,0,,0,84.0,489,No Delay,Indianapolis,IN,Raleigh/Durham,NC
2019-07-20,Alaska Airlines Inc.,AS,19930,1775,LAS,SEA,800,747.0,-13.0,1045,1018.0,-27.0,0,,0,128.0,867,No Delay,Las Vegas,NV,Seattle,WA
2019-11-13,Republic Airline,YX,20452,3622,EWR,CHS,1929,1929.0,0.0,2153,2130.0,-23.0,0,,0,91.0,628,No Delay,Newark,NJ,Charleston,SC
2022-08-29,Southwest Airlines Co.,WN,19393,1679,SAN,SMF,1700,1657.0,-3.0,1830,1822.0,-8.0,0,,0,71.0,480,No Delay,San Diego,CA,Sacramento,CA
2022-02-04,American Airlines Inc.,AA,19805,514,CLT,DFW,910,,,1109,,,1,B,0,,936,No Delay,Charlotte,NC,Dallas/Fort Worth,TX
2020-02-29,Mesa Airlines Inc.,YV,20378,5735,BFL,PHX,638,622.0,-16.0,915,847.0,-28.0,0,,0,66.0,425,No Delay,Bakersfield,CA,Phoenix,AZ
2019-01-31,United Air Lines Inc.,UA,19977,2320,EWR,BOS,730,723.0,-7.0,840,830.0,-10.0,0,,0,38.0,200,No Delay,Newark,NJ,Boston,MA
2022-11-08,Southwest Airlines Co.,WN,19393,962,DEN,IAH,2005,2006.0,1.0,2330,2316.0,-14.0,0,,0,114.0,862,No Delay,Denver,CO,Houston,TX
2021-06-05,Southwest Airlines Co.,WN,19393,2392,ORF,BNA,1325,1322.0,-3.0,1420,1359.0,-21.0,0,,0,83.0,585,No Delay,Norfolk,VA,Nashville,TN
2020-09-29,Endeavor Air Inc.,9E,20363,4882,BDL,DTW,1802,1753.0,-9.0,1945,1950.0,5.0,0,,0,94.0,549,No Delay,Hartford,CT,Detroit,MI
2021-02-23,Republic Airline,YX,20452,4922,CHS,MIA,700,647.0,-13.0,842,817.0,-25.0,0,,0,74.0,489,No Delay,Charleston,SC,Miami,FL
2019-02-13,SkyWest Airlines Inc.,OO,20304,3598,MOT,MSP,1223,1220.0,-3.0,1403,1340.0,-23.0,0,,0,61.0,449,No Delay,Minot,ND,Minneapolis,MN
2019-01-02,American Airlines Inc.,AA,19805,2372,SAT,DFW,1950,2011.0,21.0,2104,2124.0,20.0,0,,0,41.0,247,Late Aircraft,San Antonio,TX,Dallas/Fort Worth,TX
2022-01-02,Delta Air Lines Inc.,DL,19790,2263,SLC,SAN,2240,2239.0,-1.0,2350,2321.0,-29.0,0,,0,88.0,626,No Delay,Salt Lake City,UT,San Diego,CA
2020-10-26,Spirit Air Lines,NK,20416,178,TPA,CLE,1440,1439.0,-1.0,1658,1657.0,-1.0,0,,0,120.0,927,No Delay,Tampa,FL,Cleveland,OH
2023-08-07,Delta Air Lines Inc.,DL,19790,580,LGA,MSP,610,619.0,9.0,813,750.0,-23.0,0,,0,132.0,1020,No Delay,New York,NY,Minneapolis,MN
2021-09-24,Southwest Airlines Co.,WN,19393,4433,DAL,IND,1555,1558.0,3.0,1900,1851.0,-9.0,0,,0,96.0,755,No Delay,Dallas,TX,Indianapolis,IN
2020-12-20,SkyWest Airlines Inc.,OO,20304,3021,DFW,TLH,1430,1428.0,-2.0,1741,1722.0,-19.0,0,,0,96.0,767,No Delay,Dallas/Fort Worth,TX,Tallahassee,FL
2019-03-23,Delta Air Lines Inc.,DL,19790,2858,ATL,LGA,1330,1328.0,-2.0,1542,1532.0,-10.0,0,,0,100.0,762,No Delay,Atlanta,GA,New York,NY
2019-06-19,Southwest Airlines Co.,WN,19393,696,BWI,RDU,1140,1137.0,-3.0,1250,1242.0,-8.0,0,,0,46.0,255,No Delay,Baltimore,MD,Raleigh/Durham,NC
2022-09-17,Alaska Airlines Inc.,AS,19930,140,LAX,SFO,1800,1757.0,-3.0,1924,1917.0,-7.0,0,,0,57.0,337,No Delay,Los Angeles,CA,San Francisco,CA
2021-11-02,Republic Airline,YX,20452,5653,LGA,BOS,805,758.0,-7.0,918,907.0,-11.0,0,,0,34.0,184,No Delay,New York,NY,Boston,MA
2019-10-03,SkyWest Airlines Inc.,OO,20304,5284,ACV,SFO,1238,1236.0,-2.0,1358,1339.0,-19.0,0,,0,48.0,250,No Delay,Arcata/Eureka,CA,San Francisco,CA
2022-05-18,JetBlue Airways,B6,20409,661,BOS,SJU,2055,2047.0,-8.0,51,40.0,-11.0,0,,0,201.0,1674,No Delay,Boston,MA,San Juan,PR
2019-09-15,SkyWest Airlines Inc.,OO,20304,5311,TUL,DEN,1135,1128.0,-7.0,1230,1218.0,-12.0,0,,0,83.0,541,No Delay,Tulsa,OK,Denver,CO
2019-09-09,SkyWest Airlines Inc.,OO,20304,3046,LAX,TUS,1939,1931.0,-8.0,2105,2055.0,-10.0,0,,0,63.0,451,No Delay,Los Angeles,CA,Tucson,AZ
2020-11-18,Southwest Airlines Co.,WN,19393,4697,PIT,RSW,905,902.0,-3.0,1140,1122.0,-18.0,0,,0,130.0,966,No Delay,Pittsburgh,PA,Fort Myers,FL
2021-09-17,Spirit Air Lines,NK,20416,3032,DTW,AUS,800,755.0,-5.0,1017,940.0,-37.0,0,,0,145.0,1149,No Delay,Detroit,MI,Austin,TX
2023-04-20,PSA Airlines Inc.,OH,20397,5554,DCA,SAV,1948,1943.0,-5.0,2146,2130.0,-16.0,0,,0,81.0,519,No Delay,Washington,DC,Savannah,GA
2022-06-16,Southwest Airlines Co.,WN,19393,962,IAH,DAL,1340,1335.0,-5.0,1455,1429.0,-26.0,0,,0,40.0,216,No Delay,Houston,TX,Dallas,TX
2022-06-25,American Airlines Inc.,AA,19805,1990,TPA,CLT,1010,1011.0,1.0,1152,1146.0,-6.0,0,,0,76.0,507,No Delay,Tampa,FL,Charlotte,NC
2019-02-18,Southwest Airlines Co.,WN,19393,1755,BUR,SJC,825,828.0,3.0,940,948.0,8.0,0,,0,52.0,296,No Delay,Burbank,CA,San Jose,CA
2023-07-23,Delta Air Lines Inc.,DL,19790,1451,JAX,BOS,1215,1217.0,2.0,1459,1441.0,-18.0,0,,0,125.0,1010,No Delay,Jacksonville,FL,Boston,MA
2022-09-17,SkyWest Airlines Inc.,OO,20304,4673,CAK,ORD,1716,1705.0,-11.0,1757,1731.0,-26.0,0,,0,59.0,343,No Delay,Akron,OH,Chicago,IL
2020-11-16,American Airlines Inc.,AA,19805,2626,SNA,DFW,1052,1045.0,-7.0,1550,1542.0,-8.0,0,,0,157.0,1205,No Delay,Santa Ana,CA,Dallas/Fort Worth,TX
2020-07-28,American Airlines Inc.,AA,19805,1832,MIA,JFK,2130,,,25,,,1,D,0,,1089,No Delay,Miami,FL,New York,NY
2020-03-08,Southwest Airlines Co.,WN,19393,2279,DAL,ATL,2050,2055.0,5.0,2350,2348.0,-2.0,0,,0,90.0,721,No Delay,Dallas,TX,Atlanta,GA
2019-08-08,Southwest Airlines Co.,WN,19393,976,ATL,GSP,1630,1629.0,-1.0,1730,1718.0,-12.0,0,,0,29.0,153,No Delay,Atlanta,GA,Greer,SC
2022-04-30,Delta Air Lines Inc.,DL,19790,945,MSP,ATL,620,617.0,-3.0,947,930.0,-17.0,0,,0,119.0,907,No Delay,Minneapolis,MN,Atlanta,GA
2019-01-07,Republic Airline,YX,20452,4465,LGA,RDU,1546,1542.0,-4.0,1742,1744.0,2.0,0,,0,78.0,431,No Delay,New York,NY,Raleigh/Durham,NC
2019-07-01,Hawaiian Airlines Inc.,HA,19690,69,LGB,HNL,830,829.0,-1.0,1125,1129.0,4.0,0,,0,337.0,2569,No Delay,Long Beach,CA,Honolulu,HI
2023-02-17,Envoy Air,MQ,20398,3395,HHH,CLT,1243,1238.0,-5.0,1403,1349.0,-14.0,0,,0,49.0,207,No Delay,Hilton Head,SC,Charlotte,NC
2019-01-31,Envoy Air,MQ,20398,3886,ORD,MQT,1820,,,2040,,,1,B,0,,303,No Delay,Chicago,IL,Marquette,MI
2023-08-16,Southwest Airlines Co.,WN,19393,1711,MKE,TPA,945,944.0,-1.0,1325,1321.0,-4.0,0,,0,141.0,1075,No Delay,Milwaukee,WI,Tampa,FL
2021-10-12,Southwest Airlines Co.,WN,19393,2524,BWI,DEN,905,912.0,7.0,1110,1056.0,-14.0,0,,0,209.0,1491,No Delay,Baltimore,MD,Denver,CO
2022-05-15,PSA Airlines Inc.,OH,20397,5321,DAY,CLT,1911,1907.0,-4.0,2048,2037.0,-11.0,0,,0,59.0,370,No Delay,Dayton,OH,Charlotte,NC
2021-08-16,American Airlines Inc.,AA,19805,883,PHX,ORD,1359,1412.0,13.0,1945,2012.0,27.0,0,,0,201.0,1440,Carrier,Phoenix,AZ,Chicago,IL
2021-05-12,SkyWest Airlines Inc.,OO,20304,3422,STS,SAN,1745,1739.0,-6.0,1915,1905.0,-10.0,0,,0,74.0,508,No Delay,Santa Rosa,CA,San Diego,CA
2020-08-09,American Airlines Inc.,AA,19805,2778,ATL,DFW,1000,956.0,-4.0,1117,1101.0,-16.0,0,,0,97.0,731,No Delay,Atlanta,GA,Dallas/Fort Worth,TX
2023-06-06,Republic Airline,YX,20452,3455,IND,EWR,1812,1814.0,2.0,2030,2034.0,4.0,0,,0,99.0,645,No Delay,Indianapolis,IN,Newark,NJ
2020-01-26,JetBlue Airways,B6,20409,1348,SJU,DCA,1906,1926.0,20.0,2159,2212.0,13.0,0,,0,213.0,1554,No Delay,San Juan,PR,Washington,DC
2019-11-13,JetBlue Airways,B6,20409,2235,BOS,MSP,2203,2145.0,-18.0,24,2357.0,-27.0,0,,0,170.0,1124,No Delay,Boston,MA,Minneapolis,MN
2021-07-04,SkyWest Airlines Inc.,OO,20304,5303,ORD,FCA,715,727.0,12.0,1010,957.0,-13.0,0,,0,189.0,1352,No Delay,Chicago,IL,Kalispell,MT
2020-01-23,Delta Air Lines Inc.,DL,19790,1703,ATL,LAS,1000,1021.0,21.0,1133,1152.0,19.0,0,,0,241.0,1747,Late Aircraft,Atlanta,GA,Las Vegas,NV
2022-04-24,PSA Airlines Inc.,OH,20397,5230,PHL,DTW,825,822.0,-3.0,1014,1007.0,-7.0,0,,0,74.0,453,No Delay,Philadelphia,PA,Detroit,MI
2022-07-05,Southwest Airlines Co.,WN,19393,1452,SMF,ONT,1845,2113.0,148.0,2005,2230.0,145.0,0,,0,61.0,390,Late Aircraft,Sacramento,CA,Ontario,CA
2022-04-09,United Air Lines Inc.,UA,19977,1638,ORD,PHL,820,814.0,-6.0,1121,1101.0,-20.0,0,,0,89.0,678,No Delay,Chicago,IL,Philadelphia,PA
2022-09-28,Southwest Airlines Co.,WN,19393,1461,MDW,DCA,1000,1013.0,13.0,1245,1252.0,7.0,0,,0,86.0,601,No Delay,Chicago,IL,Washington,DC
2021-04-19,Alaska Airlines Inc.,AS,19930,696,PDX,ORD,700,649.0,-11.0,1300,1243.0,-17.0,0,,0,207.0,1739,No Delay,Portland,OR,Chicago,IL
2023-05-27,United Air Lines Inc.,UA,19977,1933,SNA,ORD,645,647.0,2.0,1253,1257.0,4.0,0,,0,209.0,1726,No Delay,Santa Ana,CA,Chicago,IL
2022-09-19,Delta Air Lines Inc.,DL,19790,2074,ATL,PIT,820,826.0,6.0,957,1008.0,11.0,0,,0,81.0,526,No Delay,Atlanta,GA,Pittsburgh,PA
2023-07-01,Alaska Airlines Inc.,AS,19930,109,SEA,ANC,1310,1318.0,8.0,1548,1601.0,13.0,0,,0,200.0,1448,No Delay,Seattle,WA,Anchorage,AK
2021-08-21,Horizon Air,QX,19687,2236,RDM,PDX,1440,1436.0,-4.0,1523,1514.0,-9.0,0,,0,28.0,116,No Delay,Bend/Redmond,OR,Portland,OR
2021-12-03,Southwest Airlines Co.,WN,19393,5391,DCA,PVD,1530,1531.0,1.0,1650,1701.0,11.0,0,,0,55.0,356,No Delay,Washington,DC,Providence,RI
2019-11-28,Delta Air Lines Inc.,DL,19790,597,ATL,TUL,1405,1400.0,-5.0,1515,1454.0,-21.0,0,,0,100.0,674,No Delay,Atlanta,GA,Tulsa,OK
2022-11-27,Delta Air Lines Inc.,DL,19790,703,LAX,MCO,730,724.0,-6.0,1507,1452.0,-15.0,0,,0,246.0,2218,No Delay,Los Angeles,CA,Orlando,FL
2019-04-21,American Airlines Inc.,AA,19805,1771,DFW,LAS,1955,1948.0,-7.0,2048,2047.0,-1.0,0,,0,160.0,1055,No Delay,Dallas/Fort Worth,TX,Las Vegas,NV
2020-04-20,Southwest Airlines Co.,WN,19393,2024,ATL,CLE,1930,,,2110,,,1,D,0,,554,No Delay,Atlanta,GA,Cleveland,OH
2019-12-06,American Airlines Inc.,AA,19805,2630,IAH,DFW,1423,1421.0,-2.0,1538,1527.0,-11.0,0,,0,39.0,224,No Delay,Houston,TX,Dallas/Fort Worth,TX
2019-09-19,Southwest Airlines Co.,WN,19393,981,LGA,STL,1755,1822.0,27.0,1935,1940.0,5.0,0,,0,115.0,888,No Delay,New York,NY,St. Louis,MO
2019-12-20,Republic Airline,YX,20452,6116,IND,LGA,1759,1757.0,-2.0,2005,1952.0,-13.0,0,,0,89.0,660,No Delay,Indianapolis,IN,New York,NY
2023-08-07,Frontier Airlines Inc.,F9,20436,1742,RSW,CVG,1305,,,1533,,,1,A,0,,879,No Delay,Fort Myers,FL,Cincinnati,OH
2019-07-11,Delta Air Lines Inc.,DL,19790,2001,PDX,MSP,600,554.0,-6.0,1116,1054.0,-22.0,0,,0,162.0,1426,No Delay,Portland,OR,Minneapolis,MN
2019-08-27,JetBlue Airways,B6,20409,1446,CLT,BOS,1605,1600.0,-5.0,1824,1812.0,-12.0,0,,0,96.0,728,No Delay,Charlotte,NC,Boston,MA
2019-01-22,Delta Air Lines Inc.,DL,19790,861,ATL,SRQ,2221,2221.0,0.0,2355,2340.0,-15.0,0,,0,64.0,444,No Delay,Atlanta,GA,Sarasota/Bradenton,FL
2019-06-21,American Airlines Inc.,AA,19805,2434,PHX,JFK,1210,1206.0,-4.0,2019,1951.0,-28.0,0,,0,251.0,2153,No Delay,Phoenix,AZ,New York,NY
2019-06-23,Southwest Airlines Co.,WN,19393,4220,SAN,BWI,1645,1642.0,-3.0,50,25.0,-25.0,0,,0,264.0,2295,No Delay,San Diego,CA,Baltimore,MD
2019-12-17,PSA Airlines Inc.,OH,20397,5398,JAX,PHL,1406,1530.0,84.0,1613,1729.0,76.0,0,,0,96.0,742,NAS,Jacksonville,FL,Philadelphia,PA
2023-05-22,Delta Air Lines Inc.,DL,19790,447,SNA,ATL,1425,1432.0,7.0,2140,2149.0,9.0,0,,0,234.0,1919,No Delay,Santa Ana,CA,Atlanta,GA
2020-09-02,Southwest Airlines Co.,WN,19393,522,DEN,GRR,1735,1733.0,-2.0,2200,2150.0,-10.0,0,,0,118.0,1015,No Delay,Denver,CO,Grand Rapids,MI
2019-01-05,United Air Lines Inc.,UA,19977,1590,ORD,SAN,1002,956.0,-6.0,1228,1213.0,-15.0,0,,0,237.0,1723,No Delay,Chicago,IL,San Diego,CA
2023-08-23,SkyWest Airlines Inc.,OO,20304,3112,DFW,COS,1853,1859.0,6.0,2006,2003.0,-3.0,0,,0,88.0,592,No Delay,Dallas/Fort Worth,TX,Colorado Springs,CO
2022-12-22,Delta Air Lines Inc.,DL,19790,2913,SAN,SLC,1305,1257.0,-8.0,1607,1557.0,-10.0,0,,0,86.0,626,No Delay,San Diego,CA,Salt Lake City,UT
2021-05-23,Southwest Airlines Co.,WN,19393,1745,PNS,HOU,935,932.0,-3.0,1115,1102.0,-13.0,0,,0,73.0,488,No Delay,Pensacola,FL,Houston,TX
2019-06-05,Envoy Air,MQ,20398,4091,ORD,PIA,2045,2038.0,-7.0,2141,2134.0,-7.0,0,,0,26.0,130,No Delay,Chicago,IL,Peoria,IL
2020-10-05,Southwest Airlines Co.,WN,19393,110,SLC,DAL,1440,1523.0,43.0,1810,1852.0,42.0,0,,0,131.0,999,Late Aircraft,Salt Lake City,UT,Dallas,TX
2022-06-24,United Air Lines Inc.,UA,19977,2128,SLC,SFO,2026,,,2131,,,1,A,0,,599,No Delay,Salt Lake City,UT,San Francisco,CA
2019-04-24,United Air Lines Inc.,UA,19977,1451,EWR,TPA,1531,1536.0,5.0,1827,1820.0,-7.0,0,,0,140.0,997,No Delay,Newark,NJ,Tampa,FL
2022-08-04,Delta Air Lines Inc.,DL,19790,2348,EYW,ATL,1059,1053.0,-6.0,1250,1243.0,-7.0,0,,0,90.0,646,No Delay,Key West,FL,Atlanta,GA
2019-02-04,Envoy Air,MQ,20398,3598,CID,ORD,602,559.0,-3.0,729,710.0,-19.0,0,,0,44.0,196,No Delay,Cedar Rapids/Iowa City,IA,Chicago,IL
2022-02-22,American Airlines Inc.,AA,19805,412,BDL,MIA,733,730.0,-3.0,1050,1029.0,-21.0,0,,0,155.0,1194,No Delay,Hartford,CT,Miami,FL
2023-08-30,United Air Lines Inc.,UA,19977,1668,AUS,SFO,1012,1057.0,45.0,1158,1238.0,40.0,0,,0,199.0,1504,Carrier,Austin,TX,San Francisco,CA
2019-07-10,PSA Airlines Inc.,OH,20397,5086,CLT,CHA,1050,1044.0,-6.0,1153,1155.0,2.0,0,,0,52.0,241,No Delay,Charlotte,NC,Chattanooga,TN
2020-05-29,Allegiant Air,G4,20368,2130,SFB,SGF,1757,1809.0,12.0,1923,1930.0,7.0,0,,0,125.0,914,No Delay,Sanford,FL,Springfield,MO
2022-12-22,SkyWest Airlines Inc.,OO,20304,4070,MSP,MSN,1559,1643.0,44.0,1705,1750.0,45.0,0,,0,44.0,228,Weather,Minneapolis,MN,Madison,WI
2022-02-04,Southwest Airlines Co.,WN,19393,1240,KOA,HNL,1010,1014.0,4.0,1055,1102.0,7.0,0,,0,34.0,163,No Delay,Kona,HI,Honolulu,HI
2021-09-02,Southwest Airlines Co.,WN,19393,2140,OGG,SMF,1125,1117.0,-8.0,1935,1910.0,-25.0,0,,0,272.0,2404,No Delay,Kahului,HI,Sacramento,CA
2022-01-24,American Airlines Inc.,AA,19805,2147,DCA,BOS,1100,1112.0,12.0,1237,1234.0,-3.0,0,,0,59.0,399,No Delay,Washington,DC,Boston,MA
2019-08-18,ExpressJet Airlines LLC,EV,20366,4487,PNS,IAH,930,922.0,-8.0,1111,1111.0,0.0,0,,0,80.0,489,No Delay,Pensacola,FL,Houston,TX
2021-09-07,Southwest Airlines Co.,WN,19393,4592,HNL,LAX,1610,1603.0,-7.0,40,3.0,-37.0,0,,0,284.0,2556,No Delay,Honolulu,HI,Los Angeles,CA
2021-07-19,Mesa Airlines Inc.,YV,20378,5733,LBB,DFW,1423,1545.0,82.0,1540,1703.0,83.0,0,,0,57.0,282,Carrier,Lubbock,TX,Dallas/Fort Worth,TX
2023-01-29,American Airlines Inc.,AA,19805,1872,CLT,LAS,1640,1639.0,-1.0,1838,1842.0,4.0,0,,0,278.0,1916,No Delay,Charlotte,NC,Las Vegas,NV
2020-06-28,Delta Air Lines Inc.,DL,19790,1302,DEN,ATL,1610,1602.0,-8.0,2100,2042.0,-18.0,0,,0,145.0,1199,No Delay,Denver,CO,Atlanta,GA
2023-01-19,PSA Airlines Inc.,OH,20397,5265,DCA,ORF,830,820.0,-10.0,938,919.0,-19.0,0,,0,34.0,142,No Delay,Washington,DC,Norfolk,VA
2019-12-06,Mesa Airlines Inc.,YV,20378,5882,MFE,DFW,1116,1107.0,-9.0,1254,1247.0,-7.0,0,,0,67.0,469,No Delay,Mission/McAllen/Edinburg,TX,Dallas/Fort Worth,TX
2023-03-15,Southwest Airlines Co.,WN,19393,166,FLL,HOU,1855,2106.0,131.0,2050,2248.0,118.0,0,,0,142.0,957,Carrier,Fort Lauderdale,FL,Houston,TX
2022-03-14,Southwest Airlines Co.,WN,19393,1318,ORF,BWI,1410,1407.0,-3.0,1510,1503.0,-7.0,0,,0,39.0,159,No Delay,Norfolk,VA,Baltimore,MD
2023-03-12,Envoy Air,MQ,20398,3513,ORD,STL,1328,1322.0,-6.0,1456,1454.0,-2.0,0,,0,47.0,258,No Delay,Chicago,IL,St. Louis,MO
2020-04-12,SkyWest Airlines Inc.,OO,20304,3219,ORD,GRB,1323,,,1426,,,1,D,0,,174,No Delay,Chicago,IL,Green Bay,WI
2019-07-13,Hawaiian Airlines Inc.,HA,19690,313,HNL,LIH,1345,1348.0,3.0,1432,1434.0,2.0,0,,0,20.0,102,No Delay,Honolulu,HI,Lihue,HI
2021-06-28,United Air Lines Inc.,UA,19977,2290,ORD,ATL,1400,1520.0,80.0,1656,1907.0,131.0,0,,0,107.0,606,Weather,Chicago,IL,Atlanta,GA
2019-06-04,Delta Air Lines Inc.,DL,19790,1157,VPS,ATL,600,552.0,-8.0,810,753.0,-17.0,0,,0,40.0,250,No Delay,Valparaiso,FL,Atlanta,GA
2020-02-27,SkyWest Airlines Inc.,OO,20304,5236,CVG,DEN,1640,1631.0,-9.0,1800,1735.0,-25.0,0,,0,160.0,1069,No Delay,Cincinnati,OH,Denver,CO
2023-02-20,United Air Lines Inc.,UA,19977,2007,DCA,IAH,1621,1622.0,1.0,1900,1924.0,24.0,0,,0,209.0,1208,NAS,Washington,DC,Houston,TX
2023-08-22,Alaska Airlines Inc.,AS,19930,1322,STS,SEA,1050,1042.0,-8.0,1246,1247.0,1.0,0,,0,93.0,618,No Delay,Santa Rosa,CA,Seattle,WA
2023-06-22,Delta Air Lines Inc.,DL,19790,2798,EWR,MSP,1834,1834.0,0.0,2045,2005.0,-40.0,0,,0,132.0,1008,No Delay,Newark,NJ,Minneapolis,MN
2020-06-25,American Airlines Inc.,AA,19805,606,CLT,SMF,1620,1615.0,-5.0,1838,1821.0,-17.0,0,,0,292.0,2244,No Delay,Charlotte,NC,Sacramento,CA
2019-02-15,Mesa Airlines Inc.,YV,20378,6032,DTW,IAD,1450,1447.0,-3.0,1615,1603.0,-12.0,0,,0,58.0,383,No Delay,Detroit,MI,Washington,DC
2023-08-23,Envoy Air,MQ,20398,3736,DFW,RAP,2015,2012.0,-3.0,2134,2116.0,-18.0,0,,0,110.0,835,No Delay,Dallas/Fort Worth,TX,Rapid City,SD
2020-09-14,Endeavor Air Inc.,9E,20363,4964,DTW,MCI,835,833.0,-2.0,936,917.0,-19.0,0,,0,89.0,629,No Delay,Detroit,MI,Kansas City,MO
2023-03-13,SkyWest Airlines Inc.,OO,20304,5789,DEN,HDN,1327,1337.0,10.0,1431,1419.0,-12.0,0,,0,26.0,141,No Delay,Denver,CO,Hayden,CO
2019-03-05,Southwest Airlines Co.,WN,19393,1426,SAN,PHX,2110,2111.0,1.0,2320,2318.0,-2.0,0,,0,49.0,304,No Delay,San Diego,CA,Phoenix,AZ
